idx,aq1_1,aq1_2,aq2_1,aq2_2,aq3_1,aq3_2,aq4_1,aq4_2,aq5_1,aq5_2,aq6_1,aq6_2,aq7_1,aq7_2,aq8_1,aq8_2,aq9_1,aq9_2,aq10_1,aq10_2,aq11_1,aq11_2,aq12_1,aq12_2,aq13_1,aq13_2,aq14_1,aq14_2,aq15_1,aq15_2,aq16_1,aq16_2,aq17_1,aq17_2,aq18_1,aq18_2,aq19_1,aq19_2,aq20_1,aq20_2,aq21_1,aq21_2,aq22_1,aq22_2,aq23_1,aq23_2,aq24_1,aq24_2,aq25_1,aq25_2,aq26_1,aq26_2,aq27_1,aq27_2,aq28_1,aq28_2,aq29_1,aq29_2,aq30_1,aq30_2,aq31_1,aq31_2,aq32_1,aq32_2,aq33_1,aq33_2,aq34_1,aq34_2,aq35_1,aq35_2,aq36_1,aq36_2,aq37_1,aq37_2,aq38_1,aq38_2,aq39_1,aq39_2,aq40_1,aq40_2,aq41_1,aq41_2,bq1,bq2,bq3,bq4,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15_1,bq15_2,bq15_3,bq16,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq19,bq20,bq21,bq22,bq23,bq24_1,bq24_2,bq24_3,bq24_4,bq24_5,bq24_6,bq24_7,bq24_8,bq25,bq26,bq27,bq28,bq29,bq35,bq36,bq37,bq38,bq39_1,bq39_2,bq40,bq41_1,bq41_2,bq41_3,knowcode,text_response,major
7386,4,3,2,2,3,2,2,2,3,3,1,0,1,0,3,3,3,3,3,2,1,0,2,1,4,4,2,2,4,3,4,3,3,2,3,3,2,2,1,0,2,3,3,2,2,1,2,1,1,0,3,3,2,2,3,2,1,0,3,4,2,2,1,0,3,2,3,3,3,3,4,4,3,3,2,2,2,2,2,2,1,0,3,1,4,1,1,1,7,3,3,2,2,3,3,2,3,3,3,4,3,3,3,3,2,3,3,3,3,4,1,3,3,1,3,2,3,2,2,30,1,2,2,2,2,1,1,1,3,4,4,3,2,2,1,47,2,1,1,1,4300,0,2200,823101,압연기능사 금속가공 단조기술 습득 기계화 자동화 없다 쇼트기 단기 트레이닝 없다 모름 없다,기계
7387,5,6,4,6,4,6,2,4,3,4,4,6,4,5,4,7,5,6,4,6,4,5,5,6,4,6,4,6,4,6,4,5,3,3,4,5,2,2,1,0,4,5,4,4,4,4,5,5,4,5,4,5,3,4,4,6,4,5,4,5,4,5,4,5,4,5,4,5,5,6,4,5,4,5,4,6,3,4,3,3,3,4,17,1,2,1,1,6,6,5,3,5,5,4,4,3,4,3,0,4,4,4,3,1,4,4,3,3,4,3,3,2,2,1,3,4,3,4,2,20,1,2,1,1,1,1,2,2,4,4,4,4,3,3,2,43,4,2,5,0,0,10000,0,301112,의사자격증 전문의자격증 레이져시술 주사 피부 미용 관심 세대 인식 변화 원장님 레이져 기계 레지던스 피부노화연구원 없다,의학
7388,3,3,3,4,2,3,2,2,3,4,2,3,3,3,1,0,3,4,3,4,4,5,4,4,3,4,2,3,3,4,4,4,3,3,3,3,3,3,1,0,1,0,1,0,1,0,1,0,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,1,0,3,4,3,3,3,4,2,1,2,2,3,4,9,1,2,1,2,0,6,2,4,3,3,4,4,3,3,2,3,3,3,3,4,2,4,3,4,3,4,3,3,4,2,3,3,3,1,3,1,0,2,2,2,2,2,2,2,2,4,4,4,3,2,2,1,48,3,1,3,1,4500,0,2500,531501,일식조리사 경기 업무 자체 작업 환경 없다 주방 도구 주방보조 없다 없다,금형설계
7389,3,4,3,4,3,3,3,3,3,3,2,2,3,3,3,4,2,3,3,3,2,2,2,3,3,3,3,4,3,3,3,3,3,3,4,5,2,1,4,6,2,3,4,5,2,3,2,3,3,3,3,3,3,3,2,3,2,2,3,4,3,4,3,4,3,4,3,3,2,3,2,3,3,3,3,4,2,2,3,3,2,3,3,1,3,2,2,0,2,5,3,3,4,3,4,3,4,3,3,3,4,4,3,3,3,4,4,3,3,2,2,2,2,2,2,2,2,4,4,10,2,2,2,2,2,2,2,2,4,3,3,4,3,2,1,39,4,1,1,1,4800,0,2000,826201,건설 경기 침체 없다 점토 가죽 용기 없다 없다 없다,전기
7390,2,2,2,2,3,3,1,0,1,0,3,4,1,0,4,4,3,3,3,3,4,4,3,2,1,0,1,0,2,2,2,1,2,2,1,0,4,3,1,0,1,0,1,0,1,0,3,3,1,0,4,5,3,2,3,3,1,0,1,0,1,0,2,1,4,5,4,6,1,0,4,5,1,0,1,0,1,0,1,0,1,0,19,1,2,1,2,0,6,5,5,4,4,5,5,4,4,4,5,3,4,3,4,1,5,4,5,4,3,4,4,4,3,2,2,4,4,4,5,30,1,1,1,2,2,2,2,2,5,4,4,4,3,3,1,30,4,1,1,1,2500,0,2200,29901,전자출판기능사 컴퓨터 그래픽 이용 출판 기술 향상 없다 컴퓨터 포토샵 일러스트 프린트 없다 평론가 없다,문예창작학
7391,4,5,3,5,3,3,2,3,2,3,3,2,2,2,4,5,5,6,3,4,4,5,4,5,4,5,4,5,4,5,2,2,2,2,2,2,5,6,2,3,4,6,2,2,2,2,4,5,4,5,4,5,4,5,2,2,1,0,1,0,3,3,4,5,2,2,2,2,2,2,3,4,2,3,2,3,1,0,1,0,2,2,13,1,4,2,2,0,6,5,4,3,3,3,4,2,3,3,4,4,3,4,3,1,4,4,3,3,3,3,4,4,2,2,3,4,3,4,4,40,2,2,2,2,2,2,2,2,4,4,4,4,2,2,1,32,4,1,1,1,4000,0,3000,132004,분야 사용 것이므 없다 컴퓨터 응용 시스템 프로그램 없다 없다 없다,정보처리
7392,4,5,4,6,4,6,5,7,3,4,3,4,3,4,3,4,4,6,5,7,5,7,3,4,3,4,3,5,3,4,1,0,1,0,1,0,4,6,1,0,5,7,3,5,5,7,4,5,3,4,2,2,2,2,3,4,1,0,1,0,3,4,1,0,2,2,3,4,1,0,2,3,1,0,3,4,2,2,1,0,4,5,10,1,2,2,1,1,1,4,3,3,3,3,4,3,3,3,3,4,3,4,4,2,3,3,3,2,4,3,2,2,3,3,3,4,3,3,6,30,2,1,1,2,2,2,2,2,5,5,4,4,3,3,1,28,4,1,1,1,3000,0,2200,131203,하드웨어 네트워크 현장업무 시스템 도입 없다 컴퓨터 프로그래밍언어 자바 리눅스 없다 없다 없다,정보통신
7393,1,0,1,0,2,3,2,3,4,4,2,3,1,0,1,0,1,0,1,0,1,0,2,3,2,2,1,0,1,0,5,5,5,4,5,5,1,0,3,3,3,3,4,3,2,3,2,3,1,0,1,0,2,3,1,0,2,3,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,1,2,1,4,6,2,3,2,2,3,3,2,2,3,3,4,3,2,2,4,3,3,1,2,3,4,1,1,3,3,3,2,3,2,3,20,2,2,2,2,2,2,1,2,4,4,3,3,2,4,1,42,2,2,5,0,0,3500,0,816103,제조공정안전교육 공정 자동화 갈수록 어감 인원 축소 야기 없다 시닝 공작기계조작원 없다 없다,기계과
7394,3,3,2,3,2,2,1,0,2,2,2,2,3,4,3,4,3,4,4,5,4,5,4,5,2,2,2,2,3,4,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,3,4,3,4,3,3,4,5,3,4,3,5,3,5,4,5,4,5,1,0,1,0,1,0,1,0,2,2,4,5,3,4,1,0,1,0,7,1,2,2,2,0,7,2,3,2,2,2,2,4,3,3,3,4,3,2,2,2,3,2,3,2,4,4,4,4,3,4,4,2,4,2,4,60,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,26,4,1,1,1,2000,0,2000,29201,자동화 인력 대체 상담원 컴퓨터 없다 없다 없다,국문학
7395,4,5,4,4,3,5,2,3,3,5,5,6,4,5,4,5,4,5,4,3,3,4,5,4,3,3,3,5,2,2,3,3,2,3,2,2,2,2,2,3,2,3,2,2,3,3,5,5,5,4,4,5,3,4,4,5,5,5,3,3,3,4,4,3,4,5,3,3,2,2,4,4,4,4,3,4,2,2,2,2,2,2,17,1,2,1,1,2,2,5,5,3,3,3,4,4,3,3,3,3,3,2,2,3,3,2,3,3,4,4,4,4,3,4,4,2,2,3,6,30,2,2,1,2,2,2,2,2,4,4,4,3,2,4,1,30,4,1,1,1,6500,0,5000,301301,한의사자격증 적절한 혈자리 찾기 자침방법교육 환자 한의사 계속 의문 원장님 부항 물리치료 기계 약탕기 없다 모름 없다,한의학
7396,3,3,2,2,2,1,1,0,2,2,2,2,3,3,3,3,3,3,2,2,2,1,2,2,3,3,3,4,2,1,3,4,2,2,1,0,3,3,2,2,2,1,1,0,1,0,2,2,3,3,2,3,3,3,3,3,3,4,3,4,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,2,2,2,2,2,2,3,18,1,3,1,2,0,5,5,3,3,3,4,3,3,3,3,4,4,4,3,4,3,3,2,3,3,3,4,4,3,3,3,4,4,2,2,2,5,2,1,2,1,1,2,2,2,3,3,3,3,3,3,1,43,3,1,1,1,6000,0,4500,14103,관광통역안내사 TC 수명연장 소득 증가 없다 컴퓨터 달력 회사원 사무직 여행사 없다,국제관광학
7397,4,4,2,3,1,0,2,2,1,0,1,0,1,0,3,2,1,0,2,3,1,0,3,3,4,4,2,3,1,0,3,5,3,3,2,2,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,5,1,0,4,5,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,2,2,0,3,2,2,3,3,4,4,3,5,0,0,0,5,4,3,3,4,4,4,3,3,2,3,2,2,2,2,2,2,3,1,9,2,2,2,2,2,2,2,2,4,3,3,3,2,3,1,56,2,2,6,0,0,4800,0,901401,없다 장갑 영업사원 없다 없다,기계
7398,4,4,2,3,3,4,4,6,4,5,3,4,3,5,4,5,3,5,2,4,3,3,3,4,3,5,4,5,3,5,4,6,4,5,4,6,2,3,5,7,4,6,5,6,4,5,3,5,3,4,3,4,4,5,3,4,4,5,1,0,2,4,4,4,3,5,4,4,3,4,4,5,3,4,2,4,3,3,2,3,2,3,8,2,4,2,2,0,2,3,4,5,4,4,5,4,4,4,3,5,4,2,3,3,3,3,3,3,2,4,1,2,2,2,3,2,3,2,6,50,2,2,2,2,2,2,2,2,4,3,4,3,2,4,1,48,3,1,1,1,4500,0,2300,621901,전산 화가 신호기사 깃발 택시기사 없다 없다,국어국문
7399,4,5,4,5,4,5,2,2,1,0,5,6,2,2,2,2,3,3,3,4,1,0,2,2,2,3,1,0,2,3,2,2,2,3,1,0,3,4,1,0,1,0,1,0,1,0,3,3,3,3,2,2,1,0,3,4,4,5,1,0,2,1,1,0,2,2,1,0,2,2,2,3,3,3,1,0,2,2,1,0,2,1,19,3,2,2,2,0,7,6,4,4,4,5,4,2,3,0,0,0,4,3,3,1,5,5,4,4,5,5,5,5,1,2,4,3,1,3,1,0,2,2,2,2,2,2,1,1,4,4,4,4,2,1,1,50,5,1,1,1,4000,0,2400,9999999,사회 현상 변화 목사님 성경책 십자가 프로젝트 없다 상담사 없다,신학
7400,4,4,3,4,4,5,5,6,4,4,3,5,2,3,2,4,3,4,3,5,1,0,2,4,2,2,3,4,3,5,3,4,3,5,4,5,3,4,4,6,5,5,4,6,4,6,3,4,3,4,3,3,2,2,4,4,4,4,3,5,3,4,1,0,3,4,4,5,2,2,3,5,3,5,3,4,3,4,2,3,3,3,8,1,4,1,1,1,4,2,4,3,3,3,3,2,3,3,2,3,3,3,3,2,4,4,4,3,4,3,2,3,1,4,4,2,3,2,2,30,1,1,1,2,2,2,1,1,4,3,4,3,3,2,1,52,2,1,1,1,7000,0,2500,621203,해기사 면허 안전교육 자동화 없다 컴퓨터 거절 모름 없다,기관
7401,5,6,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,4,6,4,4,4,4,3,3,4,4,4,4,3,3,4,4,3,4,3,3,3,4,3,4,3,3,4,4,4,4,3,3,5,6,4,4,3,3,3,3,4,4,5,3,5,4,4,4,4,4,5,6,4,4,3,3,4,4,3,3,6,1,5,2,1,3,3,2,5,4,4,4,4,4,4,0,0,4,4,4,4,4,5,5,4,4,4,5,4,3,4,3,3,3,3,3,4,40,1,1,1,2,2,2,2,2,4,4,4,4,3,4,1,48,4,2,5,0,0,10000,0,11201,총괄적 회사관리 인사능력관리 자리 사람 대표님 사장님 컴퓨터 볼펜 수첩 없다 없다 없다,경영학
7402,3,4,4,5,3,4,1,0,1,0,2,3,3,4,3,4,3,4,3,4,3,4,3,3,3,4,4,5,3,4,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,2,2,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,15,2,4,2,1,5,7,5,4,5,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,3,4,4,4,4,1,4,4,3,1,3,1,0,2,2,2,2,2,2,2,2,3,3,4,3,1,3,1,32,4,1,1,1,8800,0,8000,221102,사법연수원 이수 검사 정원 법적 없다 한글 워드 엑셀 법전 없다 변호사 없다,법학
7403,2,4,2,4,2,4,3,3,2,3,1,0,2,3,1,0,1,0,1,0,3,4,4,6,2,3,1,0,2,2,5,7,5,6,4,6,2,2,2,2,4,5,5,6,4,6,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,2,1,0,2,2,2,3,2,2,1,0,1,0,1,0,3,1,2,2,2,0,7,2,3,1,1,2,2,1,2,3,3,4,2,2,2,3,2,2,2,4,3,3,2,3,3,3,3,1,2,3,1,10,2,2,2,2,2,2,2,2,4,4,4,4,2,3,1,54,2,1,1,1,3200,0,1700,826201,비금속 광물 가공 제품 대한 수요 없다 기계 조작 운전 점검 검토 건설 없다 없다,이
7404,5,6,5,6,5,6,5,6,5,6,5,6,4,4,4,4,5,6,5,6,5,6,5,6,5,5,5,5,5,5,4,4,5,5,3,3,1,0,3,3,3,3,4,4,1,0,5,6,4,5,5,6,4,4,5,6,2,2,4,4,4,4,5,6,4,3,4,4,5,5,4,4,5,5,5,5,3,3,1,0,4,4,1,4,1,2,1,4,4,1,4,3,2,4,4,4,4,3,4,5,5,3,4,3,4,4,2,4,4,5,4,3,4,3,3,3,3,2,4,30,1,2,1,1,2,2,2,2,4,4,4,4,2,2,2,62,2,2,6,0,0,4700,0,901301,종자재배 농산물 시장 개방 사람 농사꾼 바구니 모자 농업 특용작물 낙농업,실업계
7405,4,5,3,4,4,5,2,2,5,6,3,4,4,5,4,5,3,4,2,2,1,0,3,4,3,4,2,2,5,6,1,0,1,0,1,0,4,4,1,0,3,4,1,0,1,0,4,5,4,5,3,4,4,5,2,2,1,0,1,0,3,4,4,4,2,3,2,2,3,4,4,5,2,3,4,5,4,5,2,2,5,6,6,1,4,1,1,3,6,5,4,3,2,4,4,2,3,3,4,4,3,3,3,2,3,2,4,3,4,4,2,4,2,2,4,3,3,2,5,40,2,2,2,2,2,2,2,2,4,3,4,2,2,2,1,33,4,1,1,1,3800,0,2500,140207,건축시공기술사 적산실무 교육 건설 현장 사람 없다 캐드 적산 프로그램 없다 없다 없다,건축공학
7406,4,5,3,3,2,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,2,3,3,3,2,4,3,3,3,3,2,4,2,4,3,4,2,3,2,3,2,3,3,3,3,3,2,3,2,3,3,3,2,3,2,3,2,4,3,4,3,4,2,3,2,3,2,4,3,4,4,4,2,3,2,4,2,3,4,4,2,4,3,1,2,2,2,0,5,2,3,2,2,3,3,2,3,3,3,3,3,2,3,3,4,3,2,2,3,4,3,4,3,3,4,1,3,2,6,20,2,2,2,2,2,2,2,2,3,2,4,3,2,3,1,50,2,2,5,0,0,5000,0,703201,침체 없다 그라인더 접기 망치 취부사 없다 없다,인문계
7407,3,4,2,3,3,4,3,4,3,4,3,5,2,3,3,5,3,5,3,5,3,5,3,5,4,5,4,6,4,5,4,5,3,4,4,6,3,5,4,6,4,6,3,4,1,0,3,5,3,4,3,5,2,3,2,2,1,0,1,0,2,3,1,0,3,4,3,4,2,2,3,5,2,3,1,0,1,0,1,0,2,3,3,1,2,2,1,2,4,4,3,2,2,3,3,2,3,3,4,4,3,2,2,2,3,3,3,3,2,2,1,3,2,2,2,2,3,2,6,20,2,2,2,2,2,2,2,2,4,4,3,2,2,2,1,38,3,1,1,1,3400,0,2500,826901,안전교육 생산 시설 자동화 없다 계측기 생산 시스템 없다 없다 없다,광물학
7408,5,4,3,4,4,4,3,4,3,4,4,5,3,4,4,5,4,5,4,4,4,2,4,3,2,2,2,1,3,3,5,3,3,2,3,2,1,0,1,0,4,4,3,5,3,4,4,4,5,4,4,5,3,4,4,5,3,4,1,0,3,4,1,0,3,4,4,2,3,4,1,0,3,4,1,0,4,3,1,0,1,0,13,3,4,2,2,0,6,6,3,3,2,3,3,3,2,2,4,5,3,3,3,3,3,3,4,3,3,2,3,2,3,3,3,4,3,4,6,10,1,1,1,1,1,1,2,2,3,3,3,3,3,3,1,36,4,1,3,2,3000,0,2400,152101,전문 일자리 생각 연구원 화학 약품 실험 기구 품질업무 없다 없다,전기공학
7409,4,3,4,5,5,5,5,5,4,5,2,3,4,4,5,5,4,2,5,5,3,3,5,5,3,3,4,4,5,6,5,7,5,5,5,5,5,4,3,4,3,5,5,5,5,7,5,6,4,3,4,4,4,3,3,2,3,3,4,5,5,5,3,3,3,4,3,3,4,4,1,0,3,4,1,0,4,3,1,0,3,3,3,1,4,2,1,3,6,5,3,1,1,4,4,2,1,4,5,5,4,1,4,3,2,2,3,3,4,4,1,1,4,3,4,4,3,2,2,30,2,1,1,2,2,2,1,2,4,4,4,3,3,3,1,33,4,1,2,1,3700,0,2700,155203,기초 전기 공학 지식 전기도면 이해 시험 시스템 이해 장비 사용법 훈련 정부 에너지 대한 점차 중요시 없다 테스트 프로그램 학생 모르겠음 모르겠음,전기공학
7410,4,4,4,5,3,5,4,5,3,5,3,5,4,4,4,4,4,5,4,4,4,5,3,4,3,5,3,4,3,4,3,3,3,3,4,3,3,4,2,3,4,4,4,5,4,5,3,4,4,4,3,5,4,4,4,4,2,3,3,4,4,5,2,3,4,4,4,4,4,5,4,4,5,5,4,4,3,4,4,4,3,4,18,1,1,2,2,0,6,7,5,5,5,4,5,5,5,4,4,5,5,5,4,4,5,4,4,2,5,5,4,5,4,4,4,4,4,5,6,40,1,1,1,1,1,2,1,1,4,4,5,5,4,1,1,40,5,1,1,1,6500,0,5000,414201,여행 사진사 카메라 컴퓨터 암실 없다 없다 없다,영상
7411,2,4,3,3,3,3,4,4,3,5,4,5,4,6,4,4,4,5,4,4,3,3,4,5,4,4,3,3,3,5,4,4,3,3,2,2,3,4,1,0,3,4,4,4,3,3,4,4,2,4,4,5,4,5,4,5,1,0,4,4,4,4,1,0,4,5,3,3,3,4,4,4,3,4,3,4,4,5,1,0,1,0,3,1,2,1,2,0,7,1,3,3,2,2,2,3,4,3,4,4,4,3,3,3,2,3,2,3,3,3,4,3,3,2,3,2,3,2,6,15,2,2,2,1,1,1,2,1,4,3,4,4,4,3,2,48,2,1,1,1,3700,0,1840,884201,귀금속가공기능사 작업 기계로 대체 비율 증가 구슬 장식원 프레 핸드 피스 야스 캐드 판매원 없다 없다,인문계열
7412,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,3,4,3,3,3,3,3,2,1,0,1,0,3,2,1,0,1,0,1,0,1,0,2,1,3,3,3,2,3,3,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,3,2,15,2,6,1,1,2,5,5,4,4,3,4,4,3,3,2,3,4,3,4,4,2,4,3,4,3,3,2,2,2,2,2,2,3,4,2,5,30,2,1,1,2,1,1,1,1,4,4,4,4,4,4,2,37,4,1,1,1,6000,0,4500,21001,사회복지 자격증 직무교육 정부 부서 통합 정책 없다 컴퓨터 공무원 없다 없다,사회복지학
7413,3,5,3,4,3,3,3,4,3,4,2,3,2,3,2,4,2,4,3,4,3,4,3,4,3,4,3,3,3,3,3,4,3,4,3,4,3,5,3,3,3,3,3,4,3,5,3,4,3,4,3,4,2,3,3,4,3,3,4,4,3,4,2,4,3,3,3,4,3,4,3,4,3,4,3,4,3,4,2,4,3,3,13,5,2,2,2,0,7,5,2,2,2,3,3,4,2,3,3,3,3,3,3,2,3,3,3,3,2,3,4,4,3,3,4,3,3,3,5,20,1,1,1,1,1,2,2,2,3,3,2,3,2,4,1,35,4,1,1,1,2500,0,1800,110101,인문학 철학 대한 관심 인지도 분야 연구 사람 계속 없다 컴퓨터,철학
7414,3,3,3,3,3,3,1,0,1,0,3,4,4,3,2,2,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,0,2,2,1,0,1,0,2,2,2,2,3,3,3,3,4,4,4,4,4,3,4,4,3,3,3,3,4,5,4,4,4,4,4,3,3,3,3,4,3,3,3,4,4,1,2,2,1,2,3,2,4,3,3,4,3,4,3,4,5,4,4,3,3,4,3,3,3,1,4,3,4,3,4,3,3,3,2,3,2,30,2,2,2,2,2,1,2,2,3,3,3,4,2,4,1,36,2,1,3,2,1800,0,1300,615701,없다 자동차 수의 증가 없다 유기 핸드폰판매 없다 없다,인문고
7415,2,2,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,3,3,4,2,2,2,2,2,4,3,5,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,3,3,2,3,3,4,2,3,2,2,2,2,2,3,2,2,2,2,3,4,1,0,2,2,1,0,1,0,1,0,9,1,1,1,1,2,3,2,4,4,4,4,4,3,3,0,5,5,5,4,3,4,4,4,3,3,4,3,3,2,2,2,3,2,2,2,2,10,1,2,2,1,2,1,1,1,4,3,3,3,2,2,1,45,2,1,1,1,3600,0,2300,531301,중식조리사 요리법 연구 경기 주방장 주방 기구 없다 없다 없다,인문
7416,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,4,3,3,5,7,4,5,3,4,4,5,3,3,3,4,2,2,1,0,3,4,1,0,1,0,1,0,1,0,3,3,3,3,1,0,1,0,4,5,3,3,3,3,3,4,4,5,2,3,2,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,18,4,1,2,2,0,5,5,3,4,3,4,4,4,2,0,0,3,3,3,3,2,3,3,4,2,2,2,2,2,2,2,2,3,1,3,1,0,2,2,2,2,2,2,2,2,3,3,4,2,2,3,2,25,4,2,6,0,0,2500,0,414503,현재 없다 피아노 악보 없다,피아노
7417,4,5,4,5,5,7,5,7,5,7,4,6,4,6,4,6,5,7,5,7,5,7,5,7,5,7,5,7,5,7,4,6,4,6,4,6,5,7,5,7,5,7,5,7,5,7,5,7,5,6,5,7,4,6,4,6,4,6,4,6,4,5,4,6,4,6,5,7,4,6,4,6,4,5,3,4,2,3,1,0,3,4,18,2,4,1,1,6,6,4,4,4,4,5,5,3,4,2,4,4,4,4,4,2,4,4,4,4,4,3,3,2,2,2,2,4,4,4,2,70,1,1,1,1,2,2,2,2,4,4,4,4,4,4,1,57,2,1,1,1,8000,0,3500,416105,무대예술전문인 자격증 공연무대에 대한 이해 공연특수프로그램 숙지 공연장 확대 발전 정부 차원 사고 방지 위해 자격증 제도 시행 예정 지원 증가 예상 없다 공연 장용 특수 프로그램 플래쉬 레이저 없다 문화예술기관 컨설턴트 없다,기계
7418,3,5,4,5,3,4,2,2,2,2,2,3,2,2,2,3,2,3,2,3,2,4,3,5,3,5,3,5,3,4,2,3,2,3,1,0,2,3,2,3,2,2,1,0,1,0,2,3,2,3,4,5,3,5,3,5,4,5,4,5,4,5,2,3,3,4,4,5,5,6,4,5,3,5,4,5,2,3,2,3,3,4,16,5,3,1,1,1,6,6,4,4,4,4,4,4,4,4,4,4,4,2,2,2,5,5,4,4,4,3,4,4,2,3,4,2,2,3,1,0,2,2,2,2,2,2,2,2,4,4,4,4,4,2,2,55,5,1,1,1,5500,0,5300,13202,교감자격증 교육에 대한 전반 사항과 교장선생님과 협조해야하는 부분 학생 감소 교감선생님 교육 프로그램 인사 업무 프로그램 교사 없다 없다,초등교육행정
7419,3,4,3,4,3,4,3,4,3,4,3,4,3,4,1,0,1,0,3,4,4,5,4,5,3,4,3,4,3,4,3,4,4,5,4,5,1,0,3,4,3,4,3,4,3,4,3,4,3,4,1,0,2,3,2,3,2,3,4,5,2,2,3,4,3,4,3,4,4,5,1,0,4,5,4,5,2,2,3,4,3,3,8,4,1,1,1,1,1,2,4,3,3,4,4,2,4,0,3,3,3,3,3,3,2,2,3,4,2,2,2,3,3,2,2,3,2,1,1,0,2,2,1,2,2,2,2,2,2,3,4,3,3,3,1,51,2,2,6,0,0,3000,0,623002,지게차운전면허 작동회전 반경훈련 소수 인력 보유 변동 없다 지게차 적재 물품 없다 없다 없다,기계
7420,3,3,2,2,2,3,2,2,3,3,2,3,3,3,2,3,3,2,2,3,2,3,3,2,2,2,1,0,2,1,3,5,3,5,3,5,3,5,4,4,4,4,4,4,3,6,3,3,3,3,3,3,2,2,2,3,2,3,2,4,3,3,3,4,3,3,1,0,1,0,2,1,2,2,2,3,1,0,1,0,2,2,16,5,5,1,2,0,2,3,3,2,3,3,4,4,4,3,3,4,4,3,4,2,3,3,2,2,4,4,3,3,4,4,4,2,3,2,2,25,1,1,1,2,2,1,1,2,4,3,3,3,3,2,1,32,3,1,1,1,3000,0,2700,814001,보일러시공기능사 자동화 기술 발달 감소 기술사 기능사 선생님 사다리 안전 안전 장갑 없다 없다 없다,기계공학
7421,4,5,4,5,4,6,4,5,3,5,4,5,4,5,4,5,4,5,3,4,2,3,2,4,4,5,3,4,3,4,1,0,1,0,3,4,1,0,1,0,3,4,3,5,4,6,2,4,1,0,1,0,1,0,3,4,1,0,4,5,1,0,1,0,2,3,3,4,1,0,3,4,3,5,3,5,1,0,1,0,1,0,19,1,2,1,1,5,4,3,3,2,2,3,3,3,3,3,4,4,4,3,3,3,4,3,3,3,4,4,2,4,3,2,3,4,2,3,3,30,2,2,2,1,2,2,2,2,4,4,3,3,3,4,1,51,2,1,1,1,4400,0,2100,884201,귀금속 가공기능사 가공기술 도면을 해독 원하는 모양을 만들어야 해서 경제성장 귀금속 소비 없다 연기 실톱 벼림 망치 집게 모루 확대경 없다 보석감정사 없다,공고
7422,3,5,5,7,5,6,4,5,4,5,5,7,4,5,4,5,4,5,4,5,2,2,4,6,3,4,3,4,3,5,2,3,2,2,4,5,2,2,4,6,2,3,3,4,3,4,2,2,1,0,4,6,1,0,3,4,2,3,2,2,2,2,1,0,2,2,2,2,3,4,2,2,3,4,2,2,3,5,3,5,4,5,8,2,6,1,1,2,7,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,3,3,4,3,2,2,2,3,4,3,2,5,50,2,1,1,2,2,2,1,1,2,3,4,5,3,4,1,50,4,1,1,1,7000,0,2800,621301,제2종전기차량 운전면허증 사고사례 훈련 경전철 증설 신설 없다 무전기 운행 일지 제복 없다 없다 없다,기계공학과
